senlen,objnum,subnum,treedepth,wordcontent,bshift
0.86238532109999999,0,0,0.39602446479999998,0.0060000000000000001,0.70438328240000003
0.86799184510000005,0,0,0.40366972480000002,0.0040000000000000001,0.70948012230000002
0.85830784910000002,0,0,0.4230377166,0.0060000000000000001,0.70387359839999997
0.84556574920000005,0,0,0.41641182469999999,0.01,0.70591233440000001
0.82721712540000003,0,0,0.4429153925,0.0060000000000000001,0.70030581039999995
0.81345565750000004,0,0,0.45107033639999999,0.0040000000000000001,0.69877675839999998
0.80326197759999995,0,0,0.47094801219999999,0.002,0.69520897039999996
0.79561671759999997,0,0,0.48369011210000001,0.002,0.69266055049999997
0.7828746177,0,0,0.47859327219999998,0.002,0.68705402650000003
0.77013251780000003,0,0,0.4683995923,0.0060000000000000001,0.69928644240000004
0.76146788990000003,0,0,0.44954128440000002,0.0060000000000000001,0.69418960240000005
0.71763506629999996,0,0,0.44444444440000003,0.0060000000000000001,0.69877675839999998
0.91794087670000002,0,0,0.3944954128,0.002,0.72782874620000004
0.88634046889999996,0,0,0.39245667690000002,0.0080000000000000002,0.70438328240000003
0.88226299689999998,0,0,0.38634046890000001,0.002,0.69520897039999996
0.8685015291,0,0,0.39245667690000002,0.0040000000000000001,0.70081549440000002
0.87003058099999997,0,0,0.40316004080000001,0.0040000000000000001,0.70285423039999995
0.86748216109999998,0,0,0.40061162080000001,0.0040000000000000001,0.70081549440000002
0.85015290519999998,0,0,0.39398572879999999,0.0040000000000000001,0.70744138629999997
0.85677879710000004,0,0,0.38634046890000001,0.002,0.70489296639999999
0.85168195719999995,0,0,0.40316004080000001,0.0040000000000000001,0.69164118249999995
0.8572884811,0,0,0.4026503568,0.002,0.69266055049999997
0.83893985729999998,0,0,0.39959225279999999,0.0060000000000000001,0.69164118249999995
0.80632008150000001,0,0,0.3944954128,0.0040000000000000001,0.69418960240000005
0.71253822629999997,0,0,0.39653414879999999,0.002,0.72375127419999996
0.70998980629999997,0,0,0.39908256879999998,0,0.72375127419999996
0.69571865440000003,0,0,0.40366972480000002,0.0040000000000000001,0.72629969419999996
0.69826707440000002,0,0,0.4001019368,0.0040000000000000001,0.72629969419999996
0.71253822629999997,0,0,0.40723751270000003,0.002,0.72477064219999998
0.71661569830000005,0,0,0.40621814480000001,0.0040000000000000001,0.72426095820000003
0.71355759429999999,0,0,0.4057084608,0.002,0.72477064219999998
0.71406727830000005,0,0,0.4001019368,0.0040000000000000001,0.72680937820000002
0.7084607543,0,0,0.38990825690000003,0.002,0.72324159020000001
0.71100917429999999,0,0,0.38430173290000003,0.002,0.72324159020000001
0.71610601429999998,0,0,0.38685015290000002,0,0.72018348619999994
0.71916411820000004,0,0,0.38073394500000002,0.002,0.72528032620000005
0.76503567790000004,0,0,0.42150866460000003,0.002,0.70030581039999995
0.82059123339999995,0,0,0.42915392460000001,0.0040000000000000001,0.70387359839999997
0.85830784910000002,0,0,0.44444444440000003,0.0040000000000000001,0.69826707440000002
0.8425076453,0,0,0.47043832819999998,0.002,0.69571865440000003
0.82976554540000003,0,0,0.47859327219999998,0.002,0.69775739039999995
0.82568807340000006,0,0,0.49235474010000002,0,0.69826707440000002
0.81600407750000004,0,0,0.48063200820000002,0,0.69622833839999998
0.80428134559999997,0,0,0.47910295619999999,0,0.68807339450000005
0.80988786950000002,0,0,0.48012232420000001,0,0.6972477064
0.80224260960000005,0,0,0.46636085630000002,0,0.68807339450000005
0.80733944950000003,0,0,0.46992864420000002,0,0.69062181450000004
0.78644240570000001,0,0,0.45514780840000002,0.002,0.70030581039999995
