senlen,objnum,subnum,treedepth,bshift,wordcontent
0.9472868217,0.81034482760000004,0.82352941180000006,0.57698289270000003,0.62790697669999995,0.39024390240000001
0.94108527129999997,0.82758620689999995,0.83006535950000004,0.5894245723,0.64651162790000005,0.31707317070000002
0.93333333330000001,0.83620689660000003,0.82352941180000006,0.55365474339999998,0.64961240310000001,0.34146341460000001
0.92868217050000001,0.84482758619999998,0.82352941180000006,0.59720062210000002,0.62170542640000004,0.34146341460000001
0.92403100780000003,0.87068965519999997,0.84313725490000002,0.58786936239999998,0.62945736429999999,0.39024390240000001
0.93643410849999997,0.81896551719999999,0.84313725490000002,0.5816485226,0.60620155040000001,0.31707317070000002
0.9131782946,0.79310344830000001,0.8562091503,0.57853810260000005,0.61240310080000004,0.31707317070000002
0.91162790699999996,0.85344827590000005,0.86274509799999999,0.60653188179999995,0.62635658910000003,0.29268292680000002
0.90077519380000004,0.80172413789999997,0.86928104579999999,0.56920684290000001,0.60465116279999997,0.31707317070000002
0.9085271318,0.84482758619999998,0.88888888889999995,0.61119751170000003,0.57984496119999995,0.31707317070000002
0.89457364340000001,0.82758620689999995,0.88235294119999996,0.60653188179999995,0.59999999999999998,0.29268292680000002
0.88217054260000005,0.82758620689999995,0.86928104579999999,0.59097978230000003,0.59844961240000005,0.243902439
0.96434108529999996,0.68965517239999996,0.81699346409999996,0.62363919130000001,0.71782945740000004,0.31707317070000002
0.96589147289999999,0.67241379310000005,0.84967320260000001,0.58009331259999997,0.6248062016,0.29268292680000002
0.94883720930000004,0.69827586210000003,0.84967320260000001,0.58786936239999998,0.60465116279999997,0.31707317070000002
0.94573643409999997,0.69827586210000003,0.84313725490000002,0.58320373250000002,0.63565891470000002,0.34146341460000001
0.94263565890000001,0.72413793100000001,0.8562091503,0.5894245723,0.64806201549999998,0.34146341460000001
0.94263565890000001,0.72413793100000001,0.79738562089999998,0.56920684290000001,0.65736434109999997,0.34146341460000001
0.93953488370000005,0.69827586210000003,0.84313725490000002,0.58475894250000005,0.63875968989999998,0.26829268290000002
0.94418604650000004,0.73275862069999997,0.83006535950000004,0.60342146190000001,0.64341085269999998,0.26829268290000002
0.94263565890000001,0.70689655169999999,0.84967320260000001,0.62674961119999995,0.65116279070000005,0.243902439
0.9472868217,0.68103448280000001,0.79084967319999999,0.60186625189999998,0.63410852709999999,0.243902439
0.93333333330000001,0.69827586210000003,0.79738562089999998,0.5816485226,0.61395348839999997,0.1951219512
0.93488372090000005,0.66379310339999997,0.79084967319999999,0.59253499220000005,0.61240310080000004,0.1951219512
0.82945736430000006,0.55172413789999997,0.73856209149999996,0.59720062210000002,0.72868217049999995,0.073170731710000006
0.82325581400000003,0.58620689660000003,0.69934640520000002,0.58786936239999998,0.72713178290000002,0.14634146340000001
0.82635658909999998,0.62068965519999997,0.72549019609999998,0.59253499220000005,0.72403100779999996,0.14634146340000001
0.82480620159999996,0.61206896550000001,0.70588235290000001,0.59253499220000005,0.72403100779999996,0.097560975610000003
0.82790697670000002,0.59482758619999998,0.70588235290000001,0.59875583200000004,0.711627907,0.1219512195
0.82480620159999996,0.58620689660000003,0.73856209149999996,0.60031104199999996,0.711627907,0.14634146340000001
0.81860465120000003,0.61206896550000001,0.70588235290000001,0.59720062210000002,0.7162790698,0.097560975610000003
0.8170542636,0.61206896550000001,0.71241830070000001,0.58631415239999995,0.72403100779999996,0.097560975610000003
0.82635658909999998,0.53448275860000005,0.73856209149999996,0.5894245723,0.71782945740000004,0.048780487800000001
0.82635658909999998,0.54310344830000001,0.75163398690000005,0.60186625189999998,0.70542635659999997,0.097560975610000003
0.82480620159999996,0.61206896550000001,0.72549019609999998,0.6096423017,0.69922480620000005,0.1219512195
0.82015503879999996,0.59482758619999998,0.68627450980000004,0.59875583200000004,0.711627907,0.097560975610000003
0.88992248060000001,0.76724137930000003,0.79084967319999999,0.5816485226,0.62635658910000003,0.4390243902
0.90697674419999996,0.77586206899999999,0.83006535950000004,0.56298600310000002,0.6248062016,0.41463414630000001
0.93023255810000005,0.76724137930000003,0.86274509799999999,0.56609642299999996,0.60465116279999997,0.4390243902
0.91937984500000003,0.75862068969999996,0.86274509799999999,0.55365474339999998,0.59844961240000005,0.34146341460000001
0.92868217050000001,0.78448275860000005,0.8562091503,0.55365474339999998,0.61240310080000004,0.36585365850000001
0.91782945739999999,0.77586206899999999,0.83006535950000004,0.57076205290000004,0.61550387600000001,0.34146341460000001
0.91627906979999996,0.81034482760000004,0.86928104579999999,0.58475894250000005,0.62325581399999996,0.34146341460000001
0.92403100780000003,0.79310344830000001,0.88888888889999995,0.57387247279999998,0.63875968989999998,0.34146341460000001
0.90542635660000004,0.81034482760000004,0.89542483660000005,0.5894245723,0.64496124030000002,0.29268292680000002
0.89767441859999997,0.79310344830000001,0.90196078430000004,0.58475894250000005,0.63410852709999999,0.29268292680000002
0.90077519380000004,0.77586206899999999,0.89542483660000005,0.58631415239999995,0.6248062016,0.26829268290000002
0.89147286820000005,0.75862068969999996,0.90196078430000004,0.60031104199999996,0.61240310080000004,0.26829268290000002
